restaurant_name,zip_code,inspection_date,score,address,facility_id,process_description,serialid
TETCO #76 / 7-11 Convenience Store #36273,78731,2013-07-05,100,"3550 FAR WEST BLVD AUSTIN, TX 78731 (30.353686518000472, -97.75350829599967)",10840176,Routine Inspection,10540
TCBY Frozen Yogurt,78739,2013-04-26,100,"5701 W SLAUGHTER LN Bunit 100 AUSTIN, TX 78739 (30.200982962000467, -97.8674733689997)",10805254,Routine Inspection,10541
TJ's Seafood,78752,2013-10-23,87,"7110 CAMERON RD Bldg C AUSTIN, TX 78752 (30.325676416000476, -97.69266636099968)",10907632,Routine Inspection,10542
TJ Donuts and Kolaches,78750,2011-04-27,89,"12129 N FM 620 RD AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10395213,Routine Inspection,10543
TJ Donuts and Kolaches,78750,2013-12-11,97,"12129 N FM 620 RD AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10395213,Routine Inspection,10544
TJ Donuts and Kolaches,78750,2011-10-27,91,"12129 N FM 620 RD AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",10395213,Routine Inspection,10545
TNT Tacos and Tequila,78703,2012-04-10,91,"507 PRESSLER ST AUSTIN, TX 78703 (30.273295903000474, -97.76047380899968)",10385170,Routine Inspection,10546
TNT Tacos and Tequila,78703,2013-06-18,83,"507 PRESSLER ST AUSTIN, TX 78703 (30.273295903000474, -97.76047380899968)",10385170,Routine Inspection,10547
TGI Friday's,78748,2013-12-04,95,"9200 S IH 35 SVRD SB AUSTIN, TX 78748 (30.168080801000485, -97.82498882099969)",2803041,Routine Inspection,10548
Taco Cabana #122,78757,2011-08-02,89,"8620 BURNET RD AUSTIN, TX 78757 (30.368559149000475, -97.7276111809997)",2800640,Routine Inspection,10549
Taco Cabana,78660,2011-08-19,93,"15002 FM 1825 RD AUSTIN, TX 78660 (30.44237629000048, -97.66570683099968)",2801246,Routine Inspection,10550
Taco Cabana #123,78701,2013-02-01,90,"517 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.28214344300045, -97.74355807099965)",2800043,Routine Inspection,10551
Taco Bueno,78749,2013-10-30,86,"5000 W SLAUGHTER LN Bldg 3 AUSTIN, TX 78749 (30.200004640000486, -97.86406463799966)",10098886,Routine Inspection,10552
Taco Cabana #122,78757,2012-09-19,79,"8620 BURNET RD AUSTIN, TX 78757 (30.368559149000475, -97.7276111809997)",2800640,Routine Inspection,10553
Taco Cabana,78660,2012-09-18,93,"15002 FM 1825 RD AUSTIN, TX 78660 (30.44237629000048, -97.66570683099968)",2801246,Routine Inspection,10554
Taco Bueno,78749,2013-02-06,77,"5000 W SLAUGHTER LN Bldg 3 AUSTIN, TX 78749 (30.200004640000486, -97.86406463799966)",10098886,Routine Inspection,10555
Taco Cabana #123,78701,2012-06-26,73,"517 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.28214344300045, -97.74355807099965)",2800043,Routine Inspection,10556
Taco Cabana #124,78704,2011-04-15,94,"211 S LAMAR BLVD AUSTIN, TX 78704 (30.263828918000456, -97.75724155599966)",2800278,Routine Inspection,10557
Taco Cabana #123,78701,2011-03-30,81,"517 W MARTIN LUTHER KING JR BLVD AUSTIN, TX 78701 (30.28214344300045, -97.74355807099965)",2800043,Routine Inspection,10558
Taco Bel l- #1814,78750,2012-08-03,94,"13770 N US 183 HWY Unit 170 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800714,Routine Inspection,10559
Taco Bueno,78749,2012-01-06,95,"5000 W SLAUGHTER LN Bldg 3 AUSTIN, TX 78749 (30.200004640000486, -97.86406463799966)",10098886,Routine Inspection,10560
Taco Cabana #122,78757,2013-04-29,85,"8620 BURNET RD AUSTIN, TX 78757 (30.368559149000475, -97.7276111809997)",2800640,Routine Inspection,10561
Taco Cabana #124,78704,2012-04-13,79,"211 S LAMAR BLVD AUSTIN, TX 78704 (30.263828918000456, -97.75724155599966)",2800278,Routine Inspection,10562
Taco Cabana,78660,2013-05-03,73,"15002 FM 1825 RD AUSTIN, TX 78660 (30.44237629000048, -97.66570683099968)",2801246,Routine Inspection,10563
Taco Cabana #124,78704,2013-04-01,77,"211 S LAMAR BLVD AUSTIN, TX 78704 (30.263828918000456, -97.75724155599966)",2800278,Routine Inspection,10564
Taco Bel l- #1814,78750,2011-06-24,94,"13770 N US 183 HWY Unit 170 AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800714,Routine Inspection,10565
Taco Cabana #203,78758,2011-05-25,85,"8415 RESEARCH BLVD NB AUSTIN, TX 78758 (30.358478639000452, -97.7158807889997)",2800517,Routine Inspection,10566
Taco Cabana #128,78727,2013-04-23,92,"12525 N MOPAC EXPY NB AUSTIN, TX 78727 (30.420869781000476, -97.70325142999968)",2800946,Routine Inspection,10567
Taco Cabana #203,78758,2012-07-19,91,"8415 RESEARCH BLVD NB AUSTIN, TX 78758 (30.358478639000452, -97.7158807889997)",2800517,Routine Inspection,10568
Taco Cabana #199,78748,2012-03-13,90,"9705 MANCHACA RD AUSTIN, TX 78748 (30.175344048000454, -97.82297510099966)",2801240,Routine Inspection,10569
Taco Cabana #203,78758,2013-05-23,91,"8415 RESEARCH BLVD NB AUSTIN, TX 78758 (30.358478639000452, -97.7158807889997)",2800517,Routine Inspection,10570
Taco Cabana #127,78759,2011-05-17,87,"9605 RESEARCH BLVD NB AUSTIN, TX 78759 (30.388113751000446, -97.74345265899967)",2800869,Routine Inspection,10571
Taco Cabana #199,78748,2013-05-31,81,"9705 MANCHACA RD AUSTIN, TX 78748 (30.175344048000454, -97.82297510099966)",2801240,Routine Inspection,10572
Taco Cabana #129,78741,2013-07-22,88,"2507 E RIVERSIDE DR AUSTIN, TX 78741 (30.234093131000463, -97.72385423499969)",2800922,Routine Inspection,10573
Taco Cabana #128,78727,2011-03-18,97,"12525 N MOPAC EXPY NB AUSTIN, TX 78727 (30.420869781000476, -97.70325142999968)",2800946,Routine Inspection,10574
Taco Cabana #129,78741,2011-07-08,85,"2507 E RIVERSIDE DR AUSTIN, TX 78741 (30.234093131000463, -97.72385423499969)",2800922,Routine Inspection,10575
Taco Cabana #127,78759,2013-05-20,87,"9605 RESEARCH BLVD NB AUSTIN, TX 78759 (30.388113751000446, -97.74345265899967)",2800869,Routine Inspection,10576
Taco Cabana #129,78741,2013-01-22,92,"2507 E RIVERSIDE DR AUSTIN, TX 78741 (30.234093131000463, -97.72385423499969)",2800922,Routine Inspection,10577
Taco Cabana #124,78704,2013-10-17,89,"211 S LAMAR BLVD AUSTIN, TX 78704 (30.263828918000456, -97.75724155599966)",2800278,Routine Inspection,10578
Taco Cabana #129,78741,2012-07-24,92,"2507 E RIVERSIDE DR AUSTIN, TX 78741 (30.234093131000463, -97.72385423499969)",2800922,Routine Inspection,10579
Taco Cabana #140,78745,2011-12-15,91,"6430 S IH 35 SVRD SB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2800939,Routine Inspection,10580
Taco Cabana #127,78759,2013-12-05,89,"9605 RESEARCH BLVD NB AUSTIN, TX 78759 (30.388113751000446, -97.74345265899967)",2800869,Routine Inspection,10581
Taco Cabana #140,78745,2012-06-25,89,"6430 S IH 35 SVRD SB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2800939,Routine Inspection,10582
Taco Cabana #127,78759,2011-11-28,96,"9605 RESEARCH BLVD NB AUSTIN, TX 78759 (30.388113751000446, -97.74345265899967)",2800869,Routine Inspection,10583
Taco Deli,78758,2011-06-16,94,"12001 BURNET RD AUSTIN, TX 78758 (30.407732702000487, -97.7139137859997)",2802421,Routine Inspection,10584
Taco Cabana #206,78745,2013-07-23,80,"2117 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2800531,Routine Inspection,10585
Taco Cabana #293,78726,2013-01-16,85,"7409 N FM 620 RD Bldg 3 AUSTIN, TX 78726 (30.40719695700045, -97.85218264199966)",10002594,Routine Inspection,10586
Taco Cabana #293,78726,2011-05-17,97,"7409 N FM 620 RD Bldg 3 AUSTIN, TX 78726 (30.40719695700045, -97.85218264199966)",10002594,Routine Inspection,10587
Taco Cabana #203,78758,2013-12-05,82,"8415 RESEARCH BLVD NB AUSTIN, TX 78758 (30.358478639000452, -97.7158807889997)",2800517,Routine Inspection,10588
Taco Deli,78746,2014-02-06,84,"1500 SPYGLASS DR AUSTIN, TX 78746 (30.258122433000437, -97.78733977099967)",2801355,Routine Inspection,10589
Taco Cabana #206,78745,2012-06-19,92,"2117 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2800531,Routine Inspection,10590
Taco Cabana Patio Rest. #125,78750,2012-02-27,91,"13376 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800474,Routine Inspection,10591
Taco Cabana #203,78758,2011-12-14,76,"8415 RESEARCH BLVD NB AUSTIN, TX 78758 (30.358478639000452, -97.7158807889997)",2800517,Routine Inspection,10592
Taco Cabana #278,78749,2013-09-23,90,"6611 S MOPAC EXPY NB AUSTIN, TX 78749 (30.220484266000483, -97.83565538999966)",2802942,Routine Inspection,10593
Taco Deli,78758,2012-07-20,97,"12001 BURNET RD AUSTIN, TX 78758 (30.407732702000487, -97.7139137859997)",2802421,Routine Inspection,10594
Taco Deli,78746,2013-03-26,93,"1500 SPYGLASS DR AUSTIN, TX 78746 (30.258122433000437, -97.78733977099967)",2801355,Routine Inspection,10595
Taco Cabana #206,78745,2013-01-03,92,"2117 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2800531,Routine Inspection,10596
Taco Cabana #278,78749,2012-07-25,94,"6611 S MOPAC EXPY NB AUSTIN, TX 78749 (30.220484266000483, -97.83565538999966)",2802942,Routine Inspection,10597
Taco Cabana #206,78745,2011-12-01,92,"2117 W BEN WHITE BLVD EB AUSTIN, TX 78745 (30.20688170000045, -97.7956469989997)",2800531,Routine Inspection,10598
Taco Cabana #278,78749,2011-07-13,86,"6611 S MOPAC EXPY NB AUSTIN, TX 78749 (30.220484266000483, -97.83565538999966)",2802942,Routine Inspection,10599
Taco Cabana Patio Rest. #125,78750,2013-12-30,92,"13376 N US 183 HWY AUSTIN, TX 78750 (30.43159235000047, -97.80135633599969)",2800474,Routine Inspection,10600
Taco Cabana #293,78726,2012-07-19,88,"7409 N FM 620 RD Bldg 3 AUSTIN, TX 78726 (30.40719695700045, -97.85218264199966)",10002594,Routine Inspection,10601
Taco More,78758,2012-05-10,94,"1325 RUTLAND DR AUSTIN, TX 78758 (30.369584847000453, -97.7062918099997)",2802210,Routine Inspection,10602
Taco Shack,78756,2011-07-21,93,"4412 MEDICAL PKWY AUSTIN, TX 78756 (30.314406759000462, -97.74194135299967)",2800840,Routine Inspection,10603
Taco Shack,78731,2013-07-19,80,"3901 SPICEWOOD SPRINGS RD AUSTIN, TX 78731 (30.365790950000473, -97.75122988199968)",2801305,Routine Inspection,10604
Taco More,78758,2011-06-01,70,"9414 PARKFIELD DR Unit 2 AUSTIN, TX 78758 (30.367757303000474, -97.70603597699966)",10006920,Routine Inspection,10605
Taco Deli,78758,2011-12-14,94,"12001 BURNET RD AUSTIN, TX 78758 (30.407732702000487, -97.7139137859997)",2802421,Routine Inspection,10606
Taco More,78758,2011-10-05,77,"9414 PARKFIELD DR Unit 2 AUSTIN, TX 78758 (30.367757303000474, -97.70603597699966)",10006920,Routine Inspection,10607
Taco Shack,78756,2011-06-01,97,"4002 N LAMAR BLVD AUSTIN, TX 78756 (30.308066615000484, -97.74132664399968)",2802345,Routine Inspection,10608
Taco More,78758,2013-05-01,90,"1325 RUTLAND DR AUSTIN, TX 78758 (30.369584847000453, -97.7062918099997)",2802210,Routine Inspection,10609
Taco Shack,78705,2012-03-29,97,"2825 GUADALUPE ST AUSTIN, TX 78705 (30.295055876000447, -97.74269345199968)",2802024,Routine Inspection,10610
Taco Shack,78705,2011-07-20,75,"2825 GUADALUPE ST AUSTIN, TX 78705 (30.295055876000447, -97.74269345199968)",2802024,Routine Inspection,10611
Taco Shack,78756,2013-01-10,93,"4002 N LAMAR BLVD AUSTIN, TX 78756 (30.308066615000484, -97.74132664399968)",2802345,Routine Inspection,10612
Taco Shack,78756,2012-07-11,97,"4002 N LAMAR BLVD AUSTIN, TX 78756 (30.308066615000484, -97.74132664399968)",2802345,Routine Inspection,10613
Taco More Restaurant,78741,2013-07-15,80,"2015 E RIVERSIDE DR Bunit A AUSTIN, TX 78741 (30.240921252000476, -97.72773317499968)",10779388,Routine Inspection,10614
Taco Shack #8,78754,2013-05-20,88,"8201 CROSS PARK DR AUSTIN, TX 78754 (30.330475643000455, -97.66743369999966)",10023889,Routine Inspection,10615
Taco Shack #8,78754,2011-11-16,79,"8201 CROSS PARK DR AUSTIN, TX 78754 (30.330475643000455, -97.66743369999966)",10023889,Routine Inspection,10616
Taco Xpress,78704,2012-03-22,95,"2529 S LAMAR BLVD AUSTIN, TX 78704 (30.246255833000475, -97.77856566499969)",2801273,Routine Inspection,10617
Taco Shack V,78701,2013-05-17,80,"402 BRAZOS ST AUSTIN, TX 78701 (30.26613141000047, -97.74208940399967)",2802159,Routine Inspection,10618
Taco Shack V,78701,2012-04-02,95,"402 BRAZOS ST AUSTIN, TX 78701 (30.26613141000047, -97.74208940399967)",2802159,Routine Inspection,10619
Taco Shack #8,78754,2012-08-10,83,"8201 CROSS PARK DR AUSTIN, TX 78754 (30.330475643000455, -97.66743369999966)",10023889,Routine Inspection,10620
Taco Xpress,78704,2012-10-22,92,"2529 S LAMAR BLVD AUSTIN, TX 78704 (30.246255833000475, -97.77856566499969)",2801273,Routine Inspection,10621
Taco Shack,78756,2013-10-18,89,"4412 MEDICAL PKWY AUSTIN, TX 78756 (30.314406759000462, -97.74194135299967)",2800840,Routine Inspection,10622
Taco Shack,78756,2011-12-29,95,"4002 N LAMAR BLVD AUSTIN, TX 78756 (30.308066615000484, -97.74132664399968)",2802345,Routine Inspection,10623
Taco-Mex,78702,2013-02-13,93,"2944 E 12TH ST AUSTIN, TX 78702 (30.27623797700045, -97.70452466999967)",10685816,Routine Inspection,10624
Taco's Don Chuy,78736,2011-03-07,91,"10900 W US 290 HWY AUSTIN, TX 78736 (30.221933583000464, -97.95596649699968)",10420261,Routine Inspection,10625
Taco Shack III,78758,2011-06-06,91,"12439 METRIC BLVD AUSTIN, TX 78758 (30.41238467100044, -97.69101529499966)",2801372,Routine Inspection,10626
Taco's Don Chuy,78736,2013-06-19,100,"10900 W US 290 HWY AUSTIN, TX 78736 (30.221933583000464, -97.95596649699968)",10420261,Routine Inspection,10627
Taco's Don Chuy,78736,2012-10-03,100,"10900 W US 290 HWY AUSTIN, TX 78736 (30.221933583000464, -97.95596649699968)",10420261,Routine Inspection,10628
Taco's Don Chuy,78736,2011-12-21,97,"10900 W US 290 HWY AUSTIN, TX 78736 (30.221933583000464, -97.95596649699968)",10420261,Routine Inspection,10629
Taco Xpress,78704,2013-12-27,90,"2529 S LAMAR BLVD AUSTIN, TX 78704 (30.246255833000475, -97.77856566499969)",2801273,Routine Inspection,10630
Taco Shack,78756,2012-09-13,97,"4412 MEDICAL PKWY AUSTIN, TX 78756 (30.314406759000462, -97.74194135299967)",2800840,Routine Inspection,10631
Taco Shack V,78701,2012-12-06,85,"402 BRAZOS ST AUSTIN, TX 78701 (30.26613141000047, -97.74208940399967)",2802159,Routine Inspection,10632
Taj Palace Restaurant,78752,2013-05-10,73,"6700 MIDDLE FISKVILLE RD Unit 406 AUSTIN, TX 78752 (30.328386346000457, -97.70707588799968)",2800041,Routine Inspection,10633
Taj Palace Restaurant,78752,2012-04-10,71,"6700 MIDDLE FISKVILLE RD Unit 406 AUSTIN, TX 78752 (30.328386346000457, -97.70707588799968)",2800041,Routine Inspection,10634
Taco-Mex,78722,2013-07-30,76,"2611 MANOR RD AUSTIN, TX 78722 (30.284952863000456, -97.7149166799997)",10265426,Routine Inspection,10635
Taiwan Restaurant,78745,2012-12-13,75,"500 W WILLIAM CANNON DR Unit 420 AUSTIN, TX 78745 (30.196476284000482, -97.78620865999966)",2803283,Routine Inspection,10636
Taiwan Restaurant,78745,2011-09-23,73,"500 W WILLIAM CANNON DR Unit 420 AUSTIN, TX 78745 (30.196476284000482, -97.78620865999966)",2803283,Routine Inspection,10637
Taiwan Restaurant,78745,2011-03-17,87,"500 W WILLIAM CANNON DR Unit 420 AUSTIN, TX 78745 (30.196476284000482, -97.78620865999966)",2803283,Routine Inspection,10638
Taiwan Restaurant,78745,2012-04-13,81,"500 W WILLIAM CANNON DR Unit 420 AUSTIN, TX 78745 (30.196476284000482, -97.78620865999966)",2803283,Routine Inspection,10639
Tacodeli III,78756,2012-03-30,97,"4200 N LAMAR BLVD Unit 100 AUSTIN, TX 78756 (30.310347787000467, -97.7398449479997)",10423805,Routine Inspection,10640
Taco-Mex,78722,2012-09-25,95,"2611 MANOR RD AUSTIN, TX 78722 (30.284952863000456, -97.7149166799997)",10265426,Routine Inspection,10641
Taj Palace Restaurant,78752,2014-01-02,84,"6700 MIDDLE FISKVILLE RD Unit 406 AUSTIN, TX 78752 (30.328386346000457, -97.70707588799968)",2800041,Routine Inspection,10642
Taco-Mex,78722,2011-03-25,93,"2611 MANOR RD AUSTIN, TX 78722 (30.284952863000456, -97.7149166799997)",10265426,Routine Inspection,10643
Taco-Mex,78702,2012-06-08,87,"2944 E 12TH ST AUSTIN, TX 78702 (30.27623797700045, -97.70452466999967)",10685816,Routine Inspection,10644
Tacodeli III,78756,2013-04-10,97,"4200 N LAMAR BLVD Unit 100 AUSTIN, TX 78756 (30.310347787000467, -97.7398449479997)",10423805,Routine Inspection,10645
Taiwan Restaurant,78745,2013-06-25,78,"500 W WILLIAM CANNON DR Unit 420 AUSTIN, TX 78745 (30.196476284000482, -97.78620865999966)",2803283,Routine Inspection,10646
Taj Video Corporation Inc.,78753,2011-07-07,75,"9515 N LAMAR BLVD Unit 152 AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2803478,Routine Inspection,10647
Taj Video Corporation Inc.,78753,2012-01-11,77,"9515 N LAMAR BLVD Unit 152 AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2803478,Routine Inspection,10648
Taco-Mex,78722,2011-08-19,100,"2611 MANOR RD AUSTIN, TX 78722 (30.284952863000456, -97.7149166799997)",10265426,Routine Inspection,10649
Taco-Mex,78702,2013-08-14,93,"2944 E 12TH ST AUSTIN, TX 78702 (30.27623797700045, -97.70452466999967)",10685816,Routine Inspection,10650
Taj Video Corporation Inc.,78753,2012-10-31,83,"9515 N LAMAR BLVD Unit 152 AUSTIN, TX 78753 (30.364866160000474, -97.69598389299966)",2803478,Routine Inspection,10651
Takoba,78702,2011-07-08,78,"1411 E 7TH ST AUSTIN, TX 78702 (30.26434413600049, -97.7272890219997)",10410487,Routine Inspection,10652
Tanney St. - Capital City Bakery,78721,2013-05-29,89,"4602 TANNEY ST AUSTIN, TX 78721 (30.273054188000458, -97.6904028509997)",10766482,Routine Inspection,10653
Takoba,78702,2012-06-27,70,"1411 E 7TH ST AUSTIN, TX 78702 (30.26434413600049, -97.7272890219997)",10410487,Routine Inspection,10654
Tan My Restaurant,78758,2012-08-08,77,"1601 OHLEN RD AUSTIN, TX 78758 (30.364114060000475, -97.71485390599969)",2800820,Routine Inspection,10655
Tamale House #3,78751,2011-12-28,79,"5003 AIRPORT BLVD AUSTIN, TX 78751 (30.311378224000464, -97.71537859899968)",2800111,Routine Inspection,10656
Tan My Restaurant,78758,2014-02-13,93,"1601 OHLEN RD AUSTIN, TX 78758 (30.364114060000475, -97.71485390599969)",2800820,Routine Inspection,10657
Tanney St. - Cain's Fine Catering,78721,2013-08-20,100,"4602 TANNEY ST AUSTIN, TX 78721 (30.273054188000458, -97.6904028509997)",10559125,Routine Inspection,10658
Tamale House #3,78751,2011-06-20,83,"5003 AIRPORT BLVD AUSTIN, TX 78751 (30.311378224000464, -97.71537859899968)",2800111,Routine Inspection,10659
Tan My Restaurant,78758,2011-10-25,76,"1601 OHLEN RD AUSTIN, TX 78758 (30.364114060000475, -97.71485390599969)",2800820,Routine Inspection,10660
Tangent Cafe & Catering,78730,2012-07-31,93,"6500 RIVER PLACE BLVD AUSTIN, TX 78730 (30.391518928000437, -97.84769491299966)",2803221,Routine Inspection,10661
Tangent Cafe & Catering,78730,2013-04-08,83,"6500 RIVER PLACE BLVD AUSTIN, TX 78730 (30.391518928000437, -97.84769491299966)",2803221,Routine Inspection,10662
Tanney St. - Friend of a Friend Catering,78721,2012-08-23,100,"4602 TANNEY ST AUSTIN, TX 78721 (30.273054188000458, -97.6904028509997)",10228355,Routine Inspection,10663
Tamale House #3,78751,2012-07-05,97,"5003 AIRPORT BLVD AUSTIN, TX 78751 (30.311378224000464, -97.71537859899968)",2800111,Routine Inspection,10664
Tanney St. - Friend of a Friend Catering,78721,2011-07-12,100,"4602 TANNEY ST AUSTIN, TX 78721 (30.273054188000458, -97.6904028509997)",10228355,Routine Inspection,10665
Tanney St. - Friend of a Friend Catering,78721,2013-05-29,100,"4602 TANNEY ST AUSTIN, TX 78721 (30.273054188000458, -97.6904028509997)",10228355,Routine Inspection,10666
Tan My Restaurant,78758,2011-04-08,80,"1601 OHLEN RD AUSTIN, TX 78758 (30.364114060000475, -97.71485390599969)",2800820,Routine Inspection,10667
Tam Deli & Cafe,78753,2013-11-14,86,"8222 N LAMAR BLVD Bunit 33 AUSTIN, TX 78753 (30.35102396500048, -97.7088773749997)",2801533,Routine Inspection,10668
"Taqueria ""Don Chuy""",78758,2013-10-09,90,"948 PAYTON GIN RD AUSTIN, TX 78758 (30.359595538000463, -97.70410894299965)",10334246,Routine Inspection,10669
Taqueria Arandas #3,78757,2013-08-09,93,"6534 BURNET RD AUSTIN, TX 78757 (30.34149539000049, -97.73879200799968)",2800505,Routine Inspection,10670
Tapasitas,78701,2013-05-20,78,"800 W 6TH ST Unit 100 AUSTIN, TX 78701 (30.270407128000443, -97.75094168099969)",10794661,Routine Inspection,10671
Tapioca House,78705,2012-07-26,88,"1906 GUADALUPE ST AUSTIN, TX 78705 (30.28250350300044, -97.74208229699968)",2802251,Routine Inspection,10672
